id_country,start_place,start_day,start_h,prec,presMax,presMin,tmax,tmed,tmin,velmedia
9,Las Canteras - Luis Morote,18,9,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4
17,Plaza de España (elect.),22,15,0.0,1025.5,1022.2,23.8,21.0,18.3,1.1
1,Castillo de Mata (elect.),13,21,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1
1,Gabinete Literario,21,13,0.0,1026.0,1022.6,23.5,20.6,17.7,0.8
1,Plaza del Pilar,17,11,0.0,1018.4,1015.5,22.9,20.8,18.7,1.1
10,Teatro Pérez Galdós,19,12,0.0,1021.2,1018.7,23.3,20.6,17.8,1.1
11,San Telmo,28,22,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1
17,Parque Santa Catalina,17,11,0.0,1018.4,1015.5,22.9,20.8,18.7,1.1
14,Canódromo,26,16,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5
10,San Telmo,11,16,0.0,1017.2,1013.9,24.6,22.6,20.6,0.6
9,Castillo de la Luz,25,20,0.0,1019.5,1013.1,24.7,20.8,17.0,1.7
18,Churruca,4,11,0.0,1007.7,1004.9,23.0,20.1,17.2,1.1
11,Las Canteras - Luis Morote,2,9,1.1,1012.9,1008.8,23.0,20.7,18.4,3.3
15,Torre Las Palmas,29,10,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4
1,San Telmo,28,13,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1
17,Parque Santa Catalina,17,11,0.0,1018.4,1015.5,22.9,20.8,18.7,1.1
1,Las Canteras - Luis Morote,20,18,0.0,1024.1,1019.6,23.7,21.0,18.2,1.4
15,Churruca,17,13,0.0,1018.4,1015.5,22.9,20.8,18.7,1.1
15,Torre Woermann,20,17,0.0,1024.1,1019.6,23.7,21.0,18.2,1.4
18,Oficina de la Sitycleta,23,15,0.0,1023.6,1020.7,23.5,20.8,18.0,1.4
11,Plazoleta de Farray,21,19,0.0,1026.0,1022.6,23.5,20.6,17.7,0.8
15,Torre Las Palmas,29,10,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4
10,Plaza San Agustín,6,17,0.0,1015.1,1010.9,24.9,21.7,18.5,0.3
12,León y Castillo,14,14,0.0,1016.4,1013.7,24.6,22.2,19.8,1.7
1,Plaza Manuel Becerra (elect.),13,18,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1
1,Teatro Pérez Galdós,18,19,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4
15,Gabinete Literario,14,18,0.0,1016.4,1013.7,24.6,22.2,19.8,1.7
15,Plaza O'Shanahan,14,12,0.0,1016.4,1013.7,24.6,22.2,19.8,1.7
18,Base Naval,24,11,0.0,1021.5,1018.5,23.1,20.2,17.4,1.4
15,Plaza O'Shanahan,14,12,0.0,1016.4,1013.7,24.6,22.2,19.8,1.7
18,Plaza del Pilar,27,19,0.0,1019.7,1012.0,22.5,21.1,19.7,4.7
17,San Telmo,17,16,0.0,1018.4,1015.5,22.9,20.8,18.7,1.1
3,San Bernardo,11,15,0.0,1017.2,1013.9,24.6,22.6,20.6,0.6
1,Plaza de España,27,17,0.0,1019.7,1012.0,22.5,21.1,19.7,4.7
11,Torre Woermann,28,19,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1
11,Torre Las Palmas,30,11,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9
12,Gabinete Literario,11,17,0.0,1017.2,1013.9,24.6,22.6,20.6,0.6
9,C.C. El Muelle,11,20,0.0,1017.2,1013.9,24.6,22.6,20.6,0.6
11,Plazoleta de Farray,18,10,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4
6,Las Canteras - Luis Morote,21,16,0.0,1026.0,1022.6,23.5,20.6,17.7,0.8
1,Plaza de España,25,17,0.0,1019.5,1013.1,24.7,20.8,17.0,1.7
10,Torre Woermann,25,18,0.0,1019.5,1013.1,24.7,20.8,17.0,1.7
9,C.C. El Muelle,11,20,0.0,1017.2,1013.9,24.6,22.6,20.6,0.6
9,Parque Santa Catalina,28,14,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1
1,Las Canteras - Luis Morote,29,13,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4
15,Churruca,6,14,0.0,1015.1,1010.9,24.9,21.7,18.5,0.3
11,San Telmo,29,15,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4
1,Gabinete Literario,27,10,0.0,1019.7,1012.0,22.5,21.1,19.7,4.7
10,Cabildo de Gran Canaria,28,18,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1
6,Las Canteras - Luis Morote,23,11,0.0,1023.6,1020.7,23.5,20.8,18.0,1.4
8,San Telmo,26,12,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5
15,Parque Santa Catalina,24,22,0.0,1021.5,1018.5,23.1,20.2,17.4,1.4
9,Cabildo de Gran Canaria,15,16,4.0,1016.9,1014.0,23.2,21.6,19.9,2.8
1,Plaza de España (elect.),28,15,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1
3,San Bernardo,30,15,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9
1,Gabinete Literario,21,13,0.0,1026.0,1022.6,23.5,20.6,17.7,0.8
11,San Telmo,30,12,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9
1,San Telmo,9,17,0.0,1015.2,1009.2,25.0,22.4,19.9,0.8
13,Parque del Estadio Insular,24,14,0.0,1021.5,1018.5,23.1,20.2,17.4,1.4
10,Castillo de la Luz,14,18,0.0,1016.4,1013.7,24.6,22.2,19.8,1.7
15,Ayuntamiento,1,12,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8
1,Gabinete Literario,28,14,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1
18,Base Naval,24,11,0.0,1021.5,1018.5,23.1,20.2,17.4,1.4
1,San Telmo,24,13,0.0,1021.5,1018.5,23.1,20.2,17.4,1.4
11,Parque Santa Catalina,22,11,0.0,1025.5,1022.2,23.8,21.0,18.3,1.1
14,C.C. La Minilla,31,14,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5
1,Plaza de España (elect.),31,12,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5
14,Torre Woermann,7,15,0.8,1010.9,1005.6,22.7,20.8,19.0,1.1
15,Torre Las Palmas,31,20,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5
11,Mercado Central,30,14,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9
1,Castillo de la Luz,28,17,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1
3,San Bernardo,4,16,0.0,1007.7,1004.9,23.0,20.1,17.2,1.1
9,Torre Woermann,7,12,0.8,1010.9,1005.6,22.7,20.8,19.0,1.1
1,Ayuntamiento,17,13,0.0,1018.4,1015.5,22.9,20.8,18.7,1.1
3,San Bernardo,24,15,0.0,1021.5,1018.5,23.1,20.2,17.4,1.4
15,Plaza de la feria,20,17,0.0,1024.1,1019.6,23.7,21.0,18.2,1.4
1,Gabinete Literario,21,10,0.0,1026.0,1022.6,23.5,20.6,17.7,0.8
2,Hoya de la Plata,13,17,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1
8,Plaza del Pilar,6,12,0.0,1015.1,1010.9,24.9,21.7,18.5,0.3
10,Plaza San Agustín,10,11,0.0,1017.3,1014.1,24.8,22.4,20.0,0.8
9,Torre Woermann,12,14,0.0,1017.9,1015.3,24.1,22.0,20.0,0.8
18,Castillo de la Luz,9,20,0.0,1015.2,1009.2,25.0,22.4,19.9,0.8
11,San Telmo,30,14,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9
14,Plaza de la feria,1,9,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8
14,San Telmo,26,13,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5
14,Plaza San Agustín,31,10,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5
11,Plaza de la feria,18,11,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4
11,San Cristóbal,28,14,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1
11,Mercado Central,30,14,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9
6,Teatro Pérez Galdós,13,12,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1
1,Torre Woermann,1,17,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8
1,San Telmo,28,12,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1
6,Las Canteras - Luis Morote,21,16,0.0,1026.0,1022.6,23.5,20.6,17.7,0.8
9,Cabildo de Gran Canaria,1,15,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8
11,Churruca,6,12,0.0,1015.1,1010.9,24.9,21.7,18.5,0.3
17,Plaza de América,31,13,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5
1,Plaza de España,11,16,0.0,1017.2,1013.9,24.6,22.6,20.6,0.6
9,Parque Santa Catalina,6,7,0.0,1015.1,1010.9,24.9,21.7,18.5,0.3
7,Base Naval,7,14,0.8,1010.9,1005.6,22.7,20.8,19.0,1.1
25,Parque Santa Catalina,13,13,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1
1,Hoya de la Plata,26,20,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5
16,Teatro Pérez Galdós,22,21,0.0,1025.5,1022.2,23.8,21.0,18.3,1.1
1,San Telmo,1,15,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8
1,Base Naval,10,16,0.0,1017.3,1014.1,24.8,22.4,20.0,0.8
9,Parque Santa Catalina,13,7,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1
15,Gabinete Literario,15,17,4.0,1016.9,1014.0,23.2,21.6,19.9,2.8
15,Base Naval,29,17,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4
9,Plaza del Pilar,27,19,0.0,1019.7,1012.0,22.5,21.1,19.7,4.7
11,Las Canteras - Luis Morote,13,13,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1
1,IES Mesa y López,22,17,0.0,1025.5,1022.2,23.8,21.0,18.3,1.1
9,Plaza Manuel Becerra (elect.),17,11,0.0,1018.4,1015.5,22.9,20.8,18.7,1.1
18,Piscina Julio Navarro,10,11,0.0,1017.3,1014.1,24.8,22.4,20.0,0.8
16,León y Castillo,18,11,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4
1,Teatro Pérez Galdós,21,12,0.0,1026.0,1022.6,23.5,20.6,17.7,0.8
16,Teatro Pérez Galdós,22,21,0.0,1025.5,1022.2,23.8,21.0,18.3,1.1
10,IES Mesa y López,5,10,0.4,1015.0,1006.1,24.2,22.0,19.9,1.4
10,Plaza del Pilar,9,21,0.0,1015.2,1009.2,25.0,22.4,19.9,0.8
16,Plaza del Pilar,6,22,0.0,1015.1,1010.9,24.9,21.7,18.5,0.3
2,Hoya de la Plata,26,20,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5
10,San Telmo,15,8,4.0,1016.9,1014.0,23.2,21.6,19.9,2.8
8,San Telmo,26,12,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5
11,Plazoleta de Farray,12,15,0.0,1017.9,1015.3,24.1,22.0,20.0,0.8
15,Plaza de la feria,12,15,0.0,1017.9,1015.3,24.1,22.0,20.0,0.8
1,Canódromo (electric),26,11,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5
1,Base Naval,30,17,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9
12,C.C. La Minilla,19,19,0.0,1021.2,1018.7,23.3,20.6,17.8,1.1
1,Base Naval,30,17,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9
1,San Telmo,24,13,0.0,1021.5,1018.5,23.1,20.2,17.4,1.4
7,Oficina de la Sitycleta,9,16,0.0,1015.2,1009.2,25.0,22.4,19.9,0.8
18,Piscina Julio Navarro,10,11,0.0,1017.3,1014.1,24.8,22.4,20.0,0.8
11,Intermodal El Rincón,18,9,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4
11,Plaza de la feria,29,16,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4
16,Plaza O'Shanahan,6,19,0.0,1015.1,1010.9,24.9,21.7,18.5,0.3
1,San Telmo,28,12,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1
1,Plazoleta de Farray,15,9,4.0,1016.9,1014.0,23.2,21.6,19.9,2.8
10,Las Canteras - Luis Morote,25,18,0.0,1019.5,1013.1,24.7,20.8,17.0,1.7
15,Las Canteras - Luis Morote,8,17,0.0,1010.0,1005.7,23.7,22.0,20.2,0.6
15,Plaza del Pilar,17,13,0.0,1018.4,1015.5,22.9,20.8,18.7,1.1
17,San Telmo,17,16,0.0,1018.4,1015.5,22.9,20.8,18.7,1.1
11,Torre Woermann,9,9,0.0,1015.2,1009.2,25.0,22.4,19.9,0.8
3,Gabinete Literario,29,11,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4
20,San Telmo,7,12,0.8,1010.9,1005.6,22.7,20.8,19.0,1.1
1,San Telmo,15,17,4.0,1016.9,1014.0,23.2,21.6,19.9,2.8
10,Las Canteras - Luis Morote,13,15,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1
18,Parque Santa Catalina,11,10,0.0,1017.2,1013.9,24.6,22.6,20.6,0.6
1,Plaza del Pilar,20,11,0.0,1024.1,1019.6,23.7,21.0,18.2,1.4
1,Gabinete Literario,30,14,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9
19,Castillo de la Luz,13,16,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1
1,Muelle Deportivo,24,14,0.0,1021.5,1018.5,23.1,20.2,17.4,1.4
1,Teatro Pérez Galdós,11,14,0.0,1017.2,1013.9,24.6,22.6,20.6,0.6
15,Torre Las Palmas,31,20,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5
9,Plaza San Agustín,28,13,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1
18,Plaza San Agustín,13,18,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1
15,Cabildo de Gran Canaria,24,10,0.0,1021.5,1018.5,23.1,20.2,17.4,1.4
1,Mercado Central,19,11,0.0,1021.2,1018.7,23.3,20.6,17.8,1.1
12,Villa de Zarauz,29,14,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4
18,Plaza de España (elect.),29,17,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4
1,Teatro Pérez Galdós,11,14,0.0,1017.2,1013.9,24.6,22.6,20.6,0.6
11,San Bernardo,2,11,1.1,1012.9,1008.8,23.0,20.7,18.4,3.3
12,Gabinete Literario,17,9,0.0,1018.4,1015.5,22.9,20.8,18.7,1.1
1,San Telmo,24,13,0.0,1021.5,1018.5,23.1,20.2,17.4,1.4
2,Obelisco,5,21,0.4,1015.0,1006.1,24.2,22.0,19.9,1.4
8,Las Canteras - Luis Morote,26,19,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5
14,San Telmo,31,21,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5
19,Plaza del Pilar,12,11,0.0,1017.9,1015.3,24.1,22.0,20.0,0.8
1,San Telmo,1,15,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8
8,Las Canteras - Luis Morote,26,19,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5
11,Plazoleta de Farray,10,21,0.0,1017.3,1014.1,24.8,22.4,20.0,0.8
18,Muelle Deportivo,26,17,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5
11,Base Naval,31,18,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5
1,San Telmo,6,18,0.0,1015.1,1010.9,24.9,21.7,18.5,0.3
9,Plaza de España (elect.),6,11,0.0,1015.1,1010.9,24.9,21.7,18.5,0.3
11,Torre Las Palmas,30,11,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9
1,Canódromo (electric),25,17,0.0,1019.5,1013.1,24.7,20.8,17.0,1.7
3,San Bernardo,26,15,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5
20,Churruca,7,15,0.8,1010.9,1005.6,22.7,20.8,19.0,1.1
10,Torre Las Palmas,26,15,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5
15,Gabinete Literario,4,15,0.0,1007.7,1004.9,23.0,20.1,17.2,1.1
15,Ciudad de la Justicia,15,16,4.0,1016.9,1014.0,23.2,21.6,19.9,2.8
11,Torre Las Palmas,29,13,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4
11,Churruca,30,16,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9
1,Plazoleta de Farray,1,8,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8
9,Cabildo de Gran Canaria,13,16,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1
1,Parque Santa Catalina,1,8,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8
12,Plaza del Pilar,3,12,7.1,1009.7,1006.5,20.1,18.9,17.7,1.7
1,Canódromo,27,16,0.0,1019.7,1012.0,22.5,21.1,19.7,4.7
1,Intermodal El Rincón,29,19,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4
11,Plaza del Pilar,4,14,0.0,1007.7,1004.9,23.0,20.1,17.2,1.1
14,San Telmo,26,13,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5
11,Torre Las Palmas,29,13,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4
1,San Telmo,5,13,0.4,1015.0,1006.1,24.2,22.0,19.9,1.4
8,León y Castillo,13,9,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1
11,Las Canteras - Luis Morote,13,13,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1
1,Las Canteras - Luis Morote,13,13,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1
15,Plaza Manuel Becerra (elect.),8,10,0.0,1010.0,1005.7,23.7,22.0,20.2,0.6
1,Torre Woermann,25,10,0.0,1019.5,1013.1,24.7,20.8,17.0,1.7
3,San Telmo,25,9,0.0,1019.5,1013.1,24.7,20.8,17.0,1.7
14,León y Castillo,13,15,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1
15,Plaza de España,21,15,0.0,1026.0,1022.6,23.5,20.6,17.7,0.8
11,San Telmo,30,14,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9
1,Base Naval,7,14,0.8,1010.9,1005.6,22.7,20.8,19.0,1.1
1,Churruca,7,18,0.8,1010.9,1005.6,22.7,20.8,19.0,1.1
9,Parque Santa Catalina,1,7,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8
1,Plaza de España,11,12,0.0,1017.2,1013.9,24.6,22.6,20.6,0.6
15,Ciudad de la Justicia,15,16,4.0,1016.9,1014.0,23.2,21.6,19.9,2.8
11,San Telmo,2,15,1.1,1012.9,1008.8,23.0,20.7,18.4,3.3
10,Plazoleta de Farray,8,19,0.0,1010.0,1005.7,23.7,22.0,20.2,0.6
15,Cabildo de Gran Canaria,24,10,0.0,1021.5,1018.5,23.1,20.2,17.4,1.4
1,Plaza de América,5,8,0.4,1015.0,1006.1,24.2,22.0,19.9,1.4
1,Teatro Pérez Galdós,31,14,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5
1,San Bernardo,4,20,0.0,1007.7,1004.9,23.0,20.1,17.2,1.1
1,Teatro Pérez Galdós,23,20,0.0,1023.6,1020.7,23.5,20.8,18.0,1.4
19,Churruca,5,20,0.4,1015.0,1006.1,24.2,22.0,19.9,1.4
11,Plaza de la feria,22,15,0.0,1025.5,1022.2,23.8,21.0,18.3,1.1
1,Castillo de la Luz,3,15,7.1,1009.7,1006.5,20.1,18.9,17.7,1.7
1,Paseo de Chil - Av. Escaleritas,17,21,0.0,1018.4,1015.5,22.9,20.8,18.7,1.1
18,San Telmo,28,14,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1
11,San Bernardo,7,10,0.8,1010.9,1005.6,22.7,20.8,19.0,1.1
11,Torre Woermann,21,18,0.0,1026.0,1022.6,23.5,20.6,17.7,0.8
1,Plaza de América,1,8,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8
1,Las Canteras - Luis Morote,28,14,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1
2,Castillo de la Luz,18,10,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4
11,Parque Santa Catalina,31,10,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5
15,Parque Santa Catalina,21,21,0.0,1026.0,1022.6,23.5,20.6,17.7,0.8
18,Intermodal El Rincón,15,12,4.0,1016.9,1014.0,23.2,21.6,19.9,2.8
13,Base Naval,16,19,0.0,1016.9,1014.0,22.5,19.9,17.3,1.9
15,Gabinete Literario,17,17,0.0,1018.4,1015.5,22.9,20.8,18.7,1.1
14,Plaza O'Shanahan,15,16,4.0,1016.9,1014.0,23.2,21.6,19.9,2.8
12,Gabinete Literario,17,9,0.0,1018.4,1015.5,22.9,20.8,18.7,1.1
14,León y Castillo,13,15,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1
13,Base Naval,6,9,0.0,1015.1,1010.9,24.9,21.7,18.5,0.3
1,Plaza de América,31,13,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5
15,Teatro Pérez Galdós,12,18,0.0,1017.9,1015.3,24.1,22.0,20.0,0.8
1,San Bernardo,7,9,0.8,1010.9,1005.6,22.7,20.8,19.0,1.1
19,Gabinete Literario,4,13,0.0,1007.7,1004.9,23.0,20.1,17.2,1.1
1,San Telmo,5,16,0.4,1015.0,1006.1,24.2,22.0,19.9,1.4
13,Base Naval,5,10,0.4,1015.0,1006.1,24.2,22.0,19.9,1.4
1,Plazoleta de Farray,18,20,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4
19,Barranquillo Don Zoilo,16,12,0.0,1016.9,1014.0,22.5,19.9,17.3,1.9
11,Las Canteras - Luis Morote,18,18,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4
9,San Telmo,6,15,0.0,1015.1,1010.9,24.9,21.7,18.5,0.3
10,Base Naval,31,19,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5
1,Castillo de la Luz,3,15,7.1,1009.7,1006.5,20.1,18.9,17.7,1.7
6,Cabildo de Gran Canaria,5,14,0.4,1015.0,1006.1,24.2,22.0,19.9,1.4
15,C.C. El Muelle,10,12,0.0,1017.3,1014.1,24.8,22.4,20.0,0.8
1,San Bernardo,4,20,0.0,1007.7,1004.9,23.0,20.1,17.2,1.1
1,Plaza Manuel Becerra (elect.),8,10,0.0,1010.0,1005.7,23.7,22.0,20.2,0.6
11,Las Canteras - Luis Morote,1,8,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8
1,Las Canteras - Luis Morote,13,22,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1
1,Las Canteras - Luis Morote,8,12,0.0,1010.0,1005.7,23.7,22.0,20.2,0.6
1,Torre Woermann,30,22,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9
11,San Bernardo,2,11,1.1,1012.9,1008.8,23.0,20.7,18.4,3.3
2,Las Canteras - Luis Morote,18,19,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4
1,Plaza Manuel Becerra (elect.),12,12,0.0,1017.9,1015.3,24.1,22.0,20.0,0.8
1,Teatro Pérez Galdós,17,17,0.0,1018.4,1015.5,22.9,20.8,18.7,1.1
3,San Bernardo,5,20,0.4,1015.0,1006.1,24.2,22.0,19.9,1.4
1,Plaza del Pilar,14,18,0.0,1016.4,1013.7,24.6,22.2,19.8,1.7
1,Plaza Manuel Becerra,15,19,4.0,1016.9,1014.0,23.2,21.6,19.9,2.8
1,San Telmo,26,17,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5
10,Plazoleta de Farray,29,14,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4
11,San Bernardo,22,14,0.0,1025.5,1022.2,23.8,21.0,18.3,1.1
11,San Telmo,1,22,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8
8,León y Castillo,13,20,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1
3,Plaza del Pilar,23,13,0.0,1023.6,1020.7,23.5,20.8,18.0,1.4
1,Gabinete Literario,18,15,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4
6,Las Canteras - Luis Morote,10,15,0.0,1017.3,1014.1,24.8,22.4,20.0,0.8
1,C.C. El Muelle,12,16,0.0,1017.9,1015.3,24.1,22.0,20.0,0.8
19,Gabinete Literario,4,13,0.0,1007.7,1004.9,23.0,20.1,17.2,1.1
10,Plaza de la feria,11,17,0.0,1017.2,1013.9,24.6,22.6,20.6,0.6
9,Plaza del Pilar,14,17,0.0,1016.4,1013.7,24.6,22.2,19.8,1.7
1,Base Naval,10,12,0.0,1017.3,1014.1,24.8,22.4,20.0,0.8
1,Cabildo de Gran Canaria,23,17,0.0,1023.6,1020.7,23.5,20.8,18.0,1.4
8,Las Canteras - Luis Morote,18,19,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4
11,Las Canteras - Luis Morote,13,8,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1
6,Las Canteras - Luis Morote,15,9,4.0,1016.9,1014.0,23.2,21.6,19.9,2.8
15,Base Naval,15,20,4.0,1016.9,1014.0,23.2,21.6,19.9,2.8
15,Torre Las Palmas,31,12,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5
2,Plaza de la feria,9,17,0.0,1015.2,1009.2,25.0,22.4,19.9,0.8
14,Plaza de la feria,1,9,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8
9,Cabildo de Gran Canaria,6,16,0.0,1015.1,1010.9,24.9,21.7,18.5,0.3
18,C.C. El Muelle,10,17,0.0,1017.3,1014.1,24.8,22.4,20.0,0.8
18,Plazoleta de Farray,2,9,1.1,1012.9,1008.8,23.0,20.7,18.4,3.3
19,León y Castillo,8,17,0.0,1010.0,1005.7,23.7,22.0,20.2,0.6
26,Plaza O'Shanahan,12,15,0.0,1017.9,1015.3,24.1,22.0,20.0,0.8
1,Cabildo de Gran Canaria,23,17,0.0,1023.6,1020.7,23.5,20.8,18.0,1.4
11,Las Canteras - Luis Morote,23,17,0.0,1023.6,1020.7,23.5,20.8,18.0,1.4
11,Teatro Pérez Galdós,19,13,0.0,1021.2,1018.7,23.3,20.6,17.8,1.1
7,Intermodal El Rincón,8,11,0.0,1010.0,1005.7,23.7,22.0,20.2,0.6
11,Las Canteras - Luis Morote,28,17,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1
12,Gabinete Literario,9,18,0.0,1015.2,1009.2,25.0,22.4,19.9,0.8
10,Las Canteras - Luis Morote,4,14,0.0,1007.7,1004.9,23.0,20.1,17.2,1.1
15,San Telmo,22,14,0.0,1025.5,1022.2,23.8,21.0,18.3,1.1
16,León y Castillo,10,11,0.0,1017.3,1014.1,24.8,22.4,20.0,0.8
14,Plaza de España,1,19,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8
11,Parque Santa Catalina,14,18,0.0,1016.4,1013.7,24.6,22.2,19.8,1.7
1,Gabinete Literario,18,14,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4
14,San Bernardo,16,11,0.0,1016.9,1014.0,22.5,19.9,17.3,1.9
15,Gabinete Literario,19,17,0.0,1021.2,1018.7,23.3,20.6,17.8,1.1
1,Oficina de la Sitycleta,20,10,0.0,1024.1,1019.6,23.7,21.0,18.2,1.4
9,Plazoleta de Farray,11,11,0.0,1017.2,1013.9,24.6,22.6,20.6,0.6
1,Base Naval,10,16,0.0,1017.3,1014.1,24.8,22.4,20.0,0.8
11,C.C. El Muelle,10,16,0.0,1017.3,1014.1,24.8,22.4,20.0,0.8
10,Plaza del Pilar,9,22,0.0,1015.2,1009.2,25.0,22.4,19.9,0.8
11,Torre Woermann,1,17,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8
1,Gabinete Literario,30,14,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9
