id_country;country;start_place;start_day;start_month;start_h;start_min;start_seg;end_day;end_month;end_h;end_min;end_seg;user_time
18;Polonia;Service Car 3026LZF;30;12;15;13;45;30;12;15;43;31; 00:29:46
27;Islandia;Plaza de España;10;12;10;11;39;10;12;10;41;20; 00:29:41
11;Reino Unido;Torre Woermann;10;12;15;16;17;10;12;15;45;58; 00:29:41
28;Lituania;Hoya de la Plata;10;12;21;10;47;10;12;21;40;25; 00:29:38
1;Alemania;C.C. El Muelle;28;12;16;38;57;28;12;17;8;33; 00:29:36
19;Rep. Checa;San Telmo;6;12;22;12;46;6;12;22;42;19; 00:29:33
14;Finlandia;Parque del Estadio Insular;2;12;17;57;33;2;12;18;27;5; 00:29:32
15;Italia;Plazoleta de Farray;12;12;9;12;10;12;12;9;41;41; 00:29:31
3;Bélgica;Las Canteras - Luis Morote;2;12;22;23;16;2;12;22;52;45; 00:29:29
1;Alemania;Teatro Pérez Galdós;17;12;16;18;14;17;12;16;47;42; 00:29:28
10;Francia;San Telmo;29;12;12;15;5;29;12;12;44;33; 00:29:28
9;Países Bajos;San Telmo;31;12;14;46;55;31;12;15;16;23; 00:29:28
11;Reino Unido;Plazoleta de Farray;12;12;15;40;21;12;12;16;9;49; 00:29:28
11;Reino Unido;Plaza de la feria;30;12;19;28;58;30;12;19;58;23; 00:29:25
2;Austria;Ayuntamiento;7;12;16;25;2;7;12;16;54;26; 00:29:24
13;Rumanía;Ayuntamiento;14;12;19;9;18;14;12;19;38;42; 00:29:24
15;Italia;Churruca;15;12;10;24;12;15;12;10;53;33; 00:29:21
15;Italia;Plaza Manuel Becerra;14;12;17;19;33;14;12;17;48;51; 00:29:18
15;Italia;Gabinete Literario;2;12;13;42;31;2;12;14;11;47; 00:29:16
12;Suecia;C.C. La Minilla;14;12;8;41;6;14;12;9;10;22; 00:29:16
3;Bélgica;Cabildo de Gran Canaria;23;12;18;13;25;23;12;18;42;36; 00:29:11
1;Alemania;Parque del Estadio Insular;10;12;17;26;12;10;12;17;55;22; 00:29:10
14;Finlandia;Plaza O'Shanahan;11;12;10;29;24;11;12;10;58;34; 00:29:10
12;Suecia;Plazoleta de Farray;30;12;17;50;18;30;12;18;19;28; 00:29:10
6;Dinamarca;Teatro Pérez Galdós;21;12;12;39;56;21;12;13;9;5; 00:29:09
1;Alemania;San Telmo;31;12;20;16;25;31;12;20;45;32; 00:29:07
1;Alemania;Plaza de España;16;12;22;54;14;16;12;23;23;20; 00:29:06
19;Rep. Checa;San Telmo;6;12;22;12;44;6;12;22;41;50; 00:29:06
19;Rep. Checa;Intermodal El Rincón;18;12;15;3;1;18;12;15;32;5; 00:29:04
3;Bélgica;Intermodal El Rincón;20;12;16;9;57;20;12;16;39;0; 00:29:03
18;Polonia;Plaza San Agustín;12;12;14;7;3;12;12;14;36;6; 00:29:03
11;Reino Unido;San Telmo;27;12;17;5;40;27;12;17;34;43; 00:29:03
12;Suecia;Plazoleta de Farray;30;12;17;50;23;30;12;18;19;25; 00:29:02
1;Alemania;Vega de San José;16;12;12;22;3;16;12;12;51;4; 00:29:01
1;Alemania;Plaza San Agustín;6;12;11;5;10;6;12;11;34;10; 00:29:00
1;Alemania;Plaza de España (elect.);15;12;16;19;2;15;12;16;48;2; 00:29:00
18;Polonia;Oficina de la Sitycleta;21;12;16;33;11;21;12;17;2;11; 00:29:00
1;Alemania;San Telmo;31;12;20;16;17;31;12;20;45;15; 00:28:58
9;Países Bajos;Plaza de España (elect.);15;12;16;19;15;15;12;16;48;11; 00:28:56
19;Rep. Checa;San Telmo;6;12;22;12;43;6;12;22;41;39; 00:28:56
1;Alemania;Teatro Pérez Galdós;10;12;14;15;55;10;12;14;44;47; 00:28:52
16;Irlanda;Las Canteras - Luis Morote;12;12;11;42;28;12;12;12;11;20; 00:28:52
14;Finlandia;Torre Woermann;13;12;14;59;24;13;12;15;28;12; 00:28:48
16;Irlanda;Parque Santa Catalina;20;12;17;9;50;20;12;17;38;38; 00:28:48
1;Alemania;Base Naval;10;12;21;51;18;10;12;22;20;4; 00:28:46
1;Alemania;Plaza San Agustín;10;12;12;22;43;10;12;12;51;28; 00:28:45
1;Alemania;San Telmo;31;12;17;21;47;31;12;17;50;32; 00:28:45
2;Austria;Ayuntamiento;7;12;16;25;11;7;12;16;53;56; 00:28:45
5;Bulgaria;Castillo de la Luz;8;12;9;53;18;8;12;10;21;57; 00:28:39
3;Bélgica;San Bernardo;31;12;15;51;26;31;12;16;20;4; 00:28:38
1;Alemania;Teatro Pérez Galdós;11;12;15;13;0;11;12;15;41;37; 00:28:37
3;Bélgica;Cabildo de Gran Canaria;23;12;18;14;7;23;12;18;42;44; 00:28:37
11;Reino Unido;San Telmo;30;12;10;24;30;30;12;10;53;7; 00:28:37
14;Finlandia;Plazoleta de Farray;23;12;16;54;0;23;12;17;22;35; 00:28:35
3;Bélgica;Las Canteras - Luis Morote;26;12;18;25;27;26;12;18;54;0; 00:28:33
15;Italia;Plaza San Agustín;16;12;14;58;46;16;12;15;27;16; 00:28:30
18;Polonia;Torre Woermann;31;12;18;17;54;31;12;18;46;24; 00:28:30
1;Alemania;Mercado Central;21;12;20;49;28;21;12;21;17;57; 00:28:29
9;Países Bajos;Mercado Central;22;12;10;3;1;22;12;10;31;29; 00:28:28
1;Alemania;Plaza de la feria;30;12;12;33;32;30;12;13;1;59; 00:28:27
2;Austria;Hoya de la Plata;5;12;17;51;6;5;12;18;19;32; 00:28:26
14;Finlandia;C.C. El Muelle;12;12;14;59;11;12;12;15;27;33; 00:28:22
1;Alemania;C.C. El Muelle;17;12;15;21;0;17;12;15;49;20; 00:28:20
1;Alemania;Barranquillo Don Zoilo;30;12;14;12;7;30;12;14;40;27; 00:28:20
18;Polonia;Torre Woermann;31;12;18;17;36;31;12;18;45;55; 00:28:19
1;Alemania;Plazoleta de Farray;17;12;18;52;59;17;12;19;21;17; 00:28:18
14;Finlandia;Torre Woermann;13;12;14;59;42;13;12;15;28;0; 00:28:18
10;Francia;Plazoleta de Farray;27;12;20;15;5;27;12;20;43;20; 00:28:15
18;Polonia;Gabinete Literario;17;12;15;22;22;17;12;15;50;37; 00:28:15
11;Reino Unido;San Telmo;28;12;22;26;17;28;12;22;54;31; 00:28:14
1;Alemania;Plaza del Pilar;15;12;14;38;8;15;12;15;6;20; 00:28:12
18;Polonia;Plaza San Agustín;12;12;14;7;31;12;12;14;35;42; 00:28:11
15;Italia;San Telmo;1;12;13;10;48;1;12;13;38;56; 00:28:08
15;Italia;Plaza Manuel Becerra (elect.);15;12;18;36;4;15;12;19;4;11; 00:28:07
11;Reino Unido;Gabinete Literario;21;12;17;23;32;21;12;17;51;38; 00:28:06
1;Alemania;Plaza Manuel Becerra (elect.);15;12;18;35;53;15;12;19;3;58; 00:28:05
6;Dinamarca;Las Canteras - Luis Morote;13;12;16;32;59;13;12;17;1;4; 00:28:05
1;Alemania;Plaza San Agustín;12;12;14;8;6;12;12;14;36;10; 00:28:04
20;Hungría;San Telmo;7;12;15;2;4;7;12;15;30;8; 00:28:04
9;Países Bajos;Plazoleta de Farray;7;12;10;1;55;7;12;10;29;59; 00:28:04
11;Reino Unido;Gabinete Literario;21;12;17;23;36;21;12;17;51;38; 00:28:02
1;Alemania;León y Castillo;21;12;14;52;55;21;12;15;20;56; 00:28:01
10;Francia;Parque Santa Catalina;15;12;21;13;18;15;12;21;41;19; 00:28:01
18;Polonia;Gabinete Literario;17;12;15;22;10;17;12;15;50;11; 00:28:01
3;Bélgica;Las Canteras - Luis Morote;16;12;17;43;55;16;12;18;11;55; 00:28:00
20;Hungría;San Telmo;7;12;15;2;0;7;12;15;29;59; 00:27:59
14;Finlandia;Plazoleta de Farray;13;12;10;28;35;13;12;10;56;33; 00:27:58
15;Italia;Cabildo de Gran Canaria;27;12;15;58;5;27;12;16;26;3; 00:27:58
1;Alemania;San Telmo;5;12;15;44;6;5;12;16;12;3; 00:27:57
2;Austria;Plaza de la feria;5;12;11;44;18;5;12;12;12;13; 00:27:55
1;Alemania;Plazoleta de Farray;20;12;15;58;35;20;12;16;26;29; 00:27:54
20;Hungría;Torre Woermann;4;12;22;16;54;4;12;22;44;48; 00:27:54
1;Alemania;Parque Santa Catalina;9;12;13;43;48;9;12;14;11;41; 00:27:53
14;Finlandia;San Telmo;25;12;20;18;59;25;12;20;46;52; 00:27:53
1;Alemania;Plazoleta de Farray;19;12;16;15;11;19;12;16;43;2; 00:27:51
15;Italia;Plaza San Agustín;27;12;11;34;1;27;12;12;1;52; 00:27:51
15;Italia;Torre Woermann;9;12;12;51;11;9;12;13;19;1; 00:27:50
15;Italia;Base Naval;27;12;15;50;37;27;12;16;18;27; 00:27:50
3;Bélgica;Plazoleta de Farray;14;12;18;58;16;14;12;19;26;3; 00:27:47
1;Alemania;Plazoleta de Farray;1;12;18;15;39;1;12;18;43;23; 00:27:44
3;Bélgica;San Bernardo;16;12;15;59;56;16;12;16;27;40; 00:27:44
1;Alemania;C.C. El Muelle;17;12;15;21;42;17;12;15;49;25; 00:27:43
14;Finlandia;Plaza de la feria;31;12;15;39;19;31;12;16;7;2; 00:27:43
15;Italia;Gabinete Literario;7;12;18;8;45;7;12;18;36;28; 00:27:43
1;Alemania;Canódromo;24;12;17;15;55;24;12;17;43;34; 00:27:39
15;Italia;Teatro Pérez Galdós;29;12;17;31;50;29;12;17;59;29; 00:27:39
9;Países Bajos;Intermodal El Rincón;28;12;11;6;51;28;12;11;34;30; 00:27:39
11;Reino Unido;Plaza de la feria;31;12;9;52;58;31;12;10;20;32; 00:27:34
20;Hungría;Plaza de la feria;25;12;14;12;28;25;12;14;40;1; 00:27:33
14;Finlandia;Plaza de la feria;29;12;14;36;22;29;12;15;3;54; 00:27:32
1;Alemania;C.C. La Ballena (elect.);10;12;15;3;13;10;12;15;30;44; 00:27:31
3;Bélgica;León y Castillo;23;12;16;7;49;23;12;16;35;20; 00:27:31
15;Italia;C.C. El Muelle;14;12;12;2;46;14;12;12;30;17; 00:27:31
11;Reino Unido;San Telmo;1;12;15;34;31;1;12;16;2;2; 00:27:31
11;Reino Unido;Las Canteras - Luis Morote;2;12;14;16;2;2;12;14;43;33; 00:27:31
14;Finlandia;Plaza de la feria;29;12;14;35;50;29;12;15;3;20; 00:27:30
13;Rumanía;Plazoleta de Farray;29;12;19;2;42;29;12;19;30;12; 00:27:30
1;Alemania;C.C. El Muelle;4;12;17;19;38;4;12;17;47;6; 00:27:28
1;Alemania;Parque Santa Catalina;25;12;11;49;9;25;12;12;16;37; 00:27:28
1;Alemania;San Telmo;29;12;18;0;27;29;12;18;27;53; 00:27:26
3;Bélgica;Plazoleta de Farray;11;12;18;46;17;11;12;19;13;43; 00:27:26
15;Italia;San Telmo;30;12;17;59;15;30;12;18;26;41; 00:27:26
1;Alemania;Barranquillo Don Zoilo;30;12;14;18;9;30;12;14;45;34; 00:27:25
15;Italia;Churruca;16;12;13;58;29;16;12;14;25;52; 00:27:23
2;Austria;Parque del Estadio Insular;21;12;10;55;52;21;12;11;23;14; 00:27:22
10;Francia;Plaza San Agustín;4;12;12;6;49;4;12;12;34;11; 00:27:22
14;Finlandia;Plaza de España;31;12;13;30;37;31;12;13;57;58; 00:27:21
9;Países Bajos;Castillo de la Luz;31;12;10;50;48;31;12;11;18;8; 00:27:20
14;Finlandia;Base Naval;11;12;9;49;3;11;12;10;16;22; 00:27:19
1;Alemania;Base Naval;7;12;13;47;10;7;12;14;14;28; 00:27:18
14;Finlandia;C.C. El Muelle;18;12;18;57;6;18;12;19;24;23; 00:27:17
11;Reino Unido;Las Canteras - Luis Morote;2;12;14;16;7;2;12;14;43;24; 00:27:17
12;Suecia;Parque Santa Catalina;4;12;9;4;47;4;12;9;32;4; 00:27:17
15;Italia;Gabinete Literario;21;12;18;21;42;21;12;18;48;57; 00:27:15
15;Italia;Plazoleta de Farray;25;12;15;48;33;25;12;16;15;48; 00:27:15
1;Alemania;C.C. El Muelle;28;12;16;41;44;28;12;17;8;58; 00:27:14
15;Italia;Plazoleta de Farray;25;12;15;48;35;25;12;16;15;49; 00:27:14
10;Francia;Muelle Deportivo;5;12;15;29;28;5;12;15;56;41; 00:27:13
15;Italia;Castillo de la Luz;7;12;11;59;15;7;12;12;26;28; 00:27:13
9;Países Bajos;Castillo de la Luz;31;12;10;50;32;31;12;11;17;44; 00:27:12
14;Finlandia;Plaza de España;31;12;13;30;44;31;12;13;57;55; 00:27:11
1;Alemania;Canódromo;29;12;17;9;4;29;12;17;36;14; 00:27:10
15;Italia;Las Canteras - Luis Morote;1;12;10;53;45;1;12;11;20;55; 00:27:10
1;Alemania;Parque Santa Catalina;9;12;13;44;35;9;12;14;11;44; 00:27:09
15;Italia;Las Canteras - Luis Morote;1;12;19;21;5;1;12;19;48;14; 00:27:09
3;Bélgica;San Telmo;20;12;17;30;28;20;12;17;57;36; 00:27:08
1;Alemania;Plazoleta de Farray;1;12;18;16;19;1;12;18;43;26; 00:27:07
1;Alemania;Base Naval;7;12;13;47;24;7;12;14;14;31; 00:27:07
1;Alemania;Parque Santa Catalina;18;12;19;45;44;18;12;20;12;51; 00:27:07
15;Italia;Gabinete Literario;8;12;12;57;43;8;12;13;24;49; 00:27:06
14;Finlandia;Base Naval;11;12;9;49;0;11;12;10;16;5; 00:27:05
1;Alemania;C.C. El Muelle;10;12;12;12;40;10;12;12;39;44; 00:27:04
1;Alemania;Teatro Pérez Galdós;17;12;16;19;3;17;12;16;46;7; 00:27:04
11;Reino Unido;San Telmo;29;12;10;57;42;29;12;11;24;46; 00:27:04
1;Alemania;IES Mesa y López;26;12;15;36;4;26;12;16;3;6; 00:27:02
1;Alemania;San Telmo;29;12;18;0;18;29;12;18;27;19; 00:27:01
11;Reino Unido;Oficina de la Sitycleta;23;12;11;40;46;23;12;12;7;46; 00:27:00
11;Reino Unido;Las Canteras - Luis Morote;9;12;10;53;55;9;12;11;20;54; 00:26:59
11;Reino Unido;Plaza Manuel Becerra (elect.);31;12;15;23;58;31;12;15;50;53; 00:26:55
2;Austria;Plaza del Pilar;22;12;18;14;40;22;12;18;41;34; 00:26:54
2;Austria;Plaza del Pilar;19;12;15;10;53;19;12;15;37;45; 00:26:52
13;Rumanía;San Telmo;28;12;19;3;17;28;12;19;30;9; 00:26:52
7;Eslovaquia;Castillo de la Luz;19;12;17;37;13;19;12;18;4;4; 00:26:51
9;Países Bajos;Parque Santa Catalina;9;12;17;55;16;9;12;18;22;7; 00:26:51
10;Francia;Parque Santa Catalina;19;12;11;12;43;19;12;11;39;31; 00:26:48
1;Alemania;C.C. La Ballena (elect.);10;12;15;3;47;10;12;15;30;34; 00:26:47
1;Alemania;Churruca;13;12;11;3;13;13;12;11;29;58; 00:26:45
18;Polonia;Castillo de Mata (elect.);13;12;14;33;48;13;12;15;0;33; 00:26:45
18;Polonia;Torre Woermann;16;12;9;38;46;16;12;10;5;31; 00:26:45
1;Alemania;Parque Santa Catalina;5;12;8;18;31;5;12;8;45;15; 00:26:44
14;Finlandia;San Telmo;25;12;20;19;37;25;12;20;46;17; 00:26:40
11;Reino Unido;Parque Santa Catalina;26;12;10;1;46;26;12;10;28;23; 00:26:37
1;Alemania;Parque Santa Catalina;4;12;11;19;7;4;12;11;45;42; 00:26:35
2;Austria;Ciudad Deportiva;12;12;17;22;55;12;12;17;49;28; 00:26:33
1;Alemania;Paseo de Chil - Av. Escaleritas;11;12;12;53;41;11;12;13;20;13; 00:26:32
1;Alemania;Plaza del Pilar;1;12;9;15;10;1;12;9;41;41; 00:26:31
11;Reino Unido;Las Canteras - Luis Morote;14;12;18;38;0;14;12;19;4;28; 00:26:28
15;Italia;Gabinete Literario;1;12;17;37;37;1;12;18;4;4; 00:26:27
23;Macedonia;Plaza de España (elect.);8;12;21;51;30;8;12;22;17;56; 00:26:26
9;Países Bajos;Parque Santa Catalina;15;12;7;29;55;15;12;7;56;21; 00:26:26
13;Rumanía;Base Naval;23;12;12;26;46;23;12;12;53;12; 00:26:26
1;Alemania;San Telmo;2;12;13;29;9;2;12;13;55;34; 00:26:25
15;Italia;Gabinete Literario;16;12;16;29;30;16;12;16;55;55; 00:26:25
15;Italia;Castillo de la Luz;7;12;11;58;57;7;12;12;25;21; 00:26:24
1;Alemania;Paseo de Chil - Av. Escaleritas;11;12;12;53;40;11;12;13;20;3; 00:26:23
1;Alemania;Canódromo;23;12;13;24;54;23;12;13;51;17; 00:26:23
1;Alemania;San Telmo;28;12;21;55;49;28;12;22;22;12; 00:26:23
2;Austria;Plaza del Pilar;22;12;18;15;28;22;12;18;41;50; 00:26:22
16;Irlanda;Las Canteras - Luis Morote;9;12;12;52;48;9;12;13;19;10; 00:26:22
20;Hungría;Churruca;16;12;22;58;40;16;12;23;25;0; 00:26:20
11;Reino Unido;San Telmo;27;12;17;7;36;27;12;17;33;56; 00:26:20
18;Polonia;Torre Woermann;20;12;10;4;7;20;12;10;30;26; 00:26:19
18;Polonia;Castillo de la Luz;28;12;11;12;44;28;12;11;39;1; 00:26:17
12;Suecia;León y Castillo;29;12;15;45;43;29;12;16;12;0; 00:26:17
1;Alemania;San Telmo;13;12;16;13;25;13;12;16;39;41; 00:26:16
15;Italia;Gabinete Literario;28;12;16;29;45;28;12;16;55;59; 00:26:14
20;Hungría;San Telmo;17;12;9;11;53;17;12;9;38;6; 00:26:13
2;Austria;Hoya de la Plata;9;12;16;45;18;9;12;17;11;30; 00:26:12
17;Suiza;Castillo de la Luz;5;12;10;12;6;5;12;10;38;16; 00:26:10
1;Alemania;Parque del Estadio Insular;15;12;9;34;28;15;12;10;0;36; 00:26:08
1;Alemania;Plaza del Pilar;17;12;11;3;7;17;12;11;29;15; 00:26:08
11;Reino Unido;Las Canteras - Luis Morote;31;12;18;16;35;31;12;18;42;43; 00:26:08
1;Alemania;Plaza de España (elect.);27;12;17;58;20;27;12;18;24;27; 00:26:07
1;Alemania;Canódromo (electric);28;12;15;21;31;28;12;15;47;38; 00:26:07
11;Reino Unido;C.C. El Muelle;21;12;14;50;46;21;12;15;16;53; 00:26:07
2;Austria;Ciudad Deportiva;14;12;18;11;34;14;12;18;37;40; 00:26:06
11;Reino Unido;Plaza del Pilar;14;12;12;4;35;14;12;12;30;40; 00:26:05
1;Alemania;San Telmo;28;12;21;55;40;28;12;22;21;44; 00:26:04
12;Suecia;León y Castillo;29;12;15;46;4;29;12;16;12;8; 00:26:04
3;Bélgica;San Bernardo;4;12;15;57;36;4;12;16;23;39; 00:26:03
11;Reino Unido;Cabildo de Gran Canaria;6;12;15;9;18;6;12;15;35;21; 00:26:03
1;Alemania;San Telmo;28;12;13;10;25;28;12;13;36;27; 00:26:02
6;Dinamarca;Plazoleta de Farray;4;12;13;10;28;4;12;13;36;30; 00:26:02
9;Países Bajos;Teatro Pérez Galdós;18;12;12;25;56;18;12;12;51;58; 00:26:02
18;Polonia;Castillo de la Luz;28;12;11;12;53;28;12;11;38;54; 00:26:01
6;Dinamarca;Las Canteras - Luis Morote;19;12;7;33;22;19;12;7;59;20; 00:25:58
15;Italia;C.C. El Muelle;4;12;20;7;31;4;12;20;33;29; 00:25:58
15;Italia;Gabinete Literario;12;12;17;39;43;12;12;18;5;41; 00:25:58
1;Alemania;Gabinete Literario;22;12;10;22;53;22;12;10;48;50; 00:25:57
1;Alemania;Plaza de España (elect.);27;12;17;58;22;27;12;18;24;19; 00:25:57
6;Dinamarca;Parque Santa Catalina;20;12;10;12;30;20;12;10;38;27; 00:25:57
1;Alemania;Plazoleta de Farray;4;12;19;47;17;4;12;20;13;12; 00:25:55
14;Finlandia;Canódromo;26;12;16;0;19;26;12;16;26;14; 00:25:55
11;Reino Unido;C.C. El Muelle;21;12;14;50;54;21;12;15;16;48; 00:25:54
10;Francia;Plazoleta de Farray;9;12;17;47;53;9;12;18;13;46; 00:25:53
1;Alemania;Castillo de Mata (elect.);13;12;21;1;29;13;12;21;27;20; 00:25:51
2;Austria;Castillo de la Luz;21;12;9;35;47;21;12;10;1;38; 00:25:51
15;Italia;Gabinete Literario;17;12;12;11;29;17;12;12;37;20; 00:25:51
6;Dinamarca;Las Canteras - Luis Morote;22;12;11;2;25;22;12;11;28;15; 00:25:50
15;Italia;Las Canteras - Luis Morote;14;12;20;41;46;14;12;21;7;36; 00:25:50
6;Dinamarca;Las Canteras - Luis Morote;16;12;10;19;55;16;12;10;45;44; 00:25:49
1;Alemania;Plaza O'Shanahan;3;12;12;2;18;3;12;12;28;5; 00:25:47
9;Países Bajos;Torre Woermann;31;12;12;9;12;31;12;12;34;59; 00:25:47
11;Reino Unido;Parque Santa Catalina;14;12;18;31;11;14;12;18;56;57; 00:25:46
3;Bélgica;San Telmo;5;12;17;11;24;5;12;17;37;7; 00:25:43
26;USA / Canada;Cabildo de Gran Canaria;29;12;10;25;10;29;12;10;50;51; 00:25:41
1;Alemania;Barranquillo Don Zoilo;14;12;19;21;35;14;12;19;47;15; 00:25:40
10;Francia;Castillo de la Luz;5;12;16;12;54;5;12;16;38;32; 00:25:38
1;Alemania;Teatro Pérez Galdós;18;12;19;44;8;18;12;20;9;45; 00:25:37
6;Dinamarca;Plazoleta de Farray;4;12;13;10;16;4;12;13;35;53; 00:25:37
9;Países Bajos;Las Canteras - Luis Morote;18;12;9;7;29;18;12;9;33;6; 00:25:37
17;Suiza;Plaza de España (elect.);22;12;15;40;32;22;12;16;6;9; 00:25:37
1;Alemania;Castillo de Mata (elect.);13;12;21;1;30;13;12;21;27;4; 00:25:34
1;Alemania;Gabinete Literario;21;12;13;0;26;21;12;13;25;59; 00:25:33
1;Alemania;Plaza del Pilar;17;12;11;0;46;17;12;11;26;18; 00:25:32
10;Francia;Teatro Pérez Galdós;19;12;12;12;27;19;12;12;37;57; 00:25:30
11;Reino Unido;San Telmo;28;12;22;28;20;28;12;22;53;50; 00:25:30
17;Suiza;Parque Santa Catalina;17;12;11;47;21;17;12;12;12;51; 00:25:30
14;Finlandia;Canódromo;26;12;16;0;39;26;12;16;26;7; 00:25:28
10;Francia;San Telmo;11;12;16;6;39;11;12;16;32;7; 00:25:28
9;Países Bajos;Castillo de la Luz;25;12;20;10;17;25;12;20;35;45; 00:25:28
18;Polonia;Churruca;4;12;11;57;2;4;12;12;22;28; 00:25:26
11;Reino Unido;Las Canteras - Luis Morote;2;12;9;16;50;2;12;9;42;15; 00:25:25
15;Italia;Torre Las Palmas;29;12;10;44;14;29;12;11;9;38; 00:25:24
1;Alemania;San Telmo;28;12;13;8;39;28;12;13;34;1; 00:25:22
17;Suiza;Parque Santa Catalina;17;12;11;46;52;17;12;12;12;14; 00:25:22
1;Alemania;Las Canteras - Luis Morote;20;12;18;36;27;20;12;19;1;47; 00:25:20
15;Italia;Churruca;17;12;13;54;32;17;12;14;19;52; 00:25:20
15;Italia;Torre Woermann;20;12;17;46;56;20;12;18;12;16; 00:25:20
18;Polonia;Oficina de la Sitycleta;23;12;15;25;7;23;12;15;50;27; 00:25:20
11;Reino Unido;Plazoleta de Farray;21;12;19;6;5;21;12;19;31;25; 00:25:20
15;Italia;Torre Las Palmas;29;12;10;44;18;29;12;11;9;36; 00:25:18
10;Francia;Plaza San Agustín;6;12;17;22;58;6;12;17;48;15; 00:25:17
12;Suecia;León y Castillo;14;12;14;17;51;14;12;14;43;8; 00:25:17
1;Alemania;Plaza Manuel Becerra (elect.);13;12;18;29;10;13;12;18;54;26; 00:25:16
1;Alemania;Teatro Pérez Galdós;18;12;19;44;9;18;12;20;9;25; 00:25:16
15;Italia;Gabinete Literario;14;12;18;17;48;14;12;18;43;4; 00:25:16
15;Italia;Plaza O'Shanahan;14;12;12;28;43;14;12;12;53;58; 00:25:15
18;Polonia;Base Naval;24;12;11;48;52;24;12;12;14;7; 00:25:15
15;Italia;Plaza O'Shanahan;14;12;12;28;28;14;12;12;53;42; 00:25:14
18;Polonia;Plaza del Pilar;27;12;19;50;19;27;12;20;15;32; 00:25:13
17;Suiza;San Telmo;17;12;16;16;49;17;12;16;42;2; 00:25:13
3;Bélgica;San Bernardo;11;12;15;59;57;11;12;16;25;9; 00:25:12
1;Alemania;Plaza de España;27;12;17;20;39;27;12;17;45;50; 00:25:11
11;Reino Unido;Torre Woermann;28;12;19;38;46;28;12;20;3;57; 00:25:11
11;Reino Unido;Torre Las Palmas;30;12;11;20;1;30;12;11;45;12; 00:25:11
12;Suecia;Gabinete Literario;11;12;17;57;6;11;12;18;22;17; 00:25:11
9;Países Bajos;C.C. El Muelle;11;12;20;50;32;11;12;21;15;42; 00:25:10
11;Reino Unido;Plazoleta de Farray;18;12;10;36;30;18;12;11;1;40; 00:25:10
6;Dinamarca;Las Canteras - Luis Morote;21;12;16;54;44;21;12;17;19;52; 00:25:08
1;Alemania;Plaza de España;25;12;17;32;10;25;12;17;57;16; 00:25:06
10;Francia;Torre Woermann;25;12;18;57;41;25;12;19;22;47; 00:25:06
9;Países Bajos;C.C. El Muelle;11;12;20;50;38;11;12;21;15;44; 00:25:06
9;Países Bajos;Parque Santa Catalina;28;12;14;8;37;28;12;14;33;43; 00:25:06
1;Alemania;Las Canteras - Luis Morote;29;12;13;54;50;29;12;14;19;55; 00:25:05
15;Italia;Churruca;6;12;14;49;8;6;12;15;14;13; 00:25:05
11;Reino Unido;San Telmo;29;12;15;12;20;29;12;15;37;25; 00:25:05
1;Alemania;Gabinete Literario;27;12;10;58;38;27;12;11;23;42; 00:25:04
10;Francia;Cabildo de Gran Canaria;28;12;18;31;36;28;12;18;56;37; 00:25:01
6;Dinamarca;Las Canteras - Luis Morote;23;12;11;56;14;23;12;12;21;13; 00:24:59
8;Eslovenia;San Telmo;26;12;12;20;17;26;12;12;45;16; 00:24:59
15;Italia;Parque Santa Catalina;24;12;22;14;6;24;12;22;39;5; 00:24:59
9;Países Bajos;Cabildo de Gran Canaria;15;12;16;0;2;15;12;16;25;1; 00:24:59
1;Alemania;Plaza de España (elect.);28;12;15;48;3;28;12;16;13;1; 00:24:58
3;Bélgica;San Bernardo;30;12;15;24;48;30;12;15;49;46; 00:24:58
1;Alemania;Gabinete Literario;21;12;13;1;4;21;12;13;26;1; 00:24:57
11;Reino Unido;San Telmo;30;12;12;57;26;30;12;13;22;23; 00:24:57
1;Alemania;San Telmo;9;12;17;52;43;9;12;18;17;38; 00:24:55
13;Rumanía;Parque del Estadio Insular;24;12;14;55;33;24;12;15;20;28; 00:24:55
10;Francia;Castillo de la Luz;14;12;18;41;1;14;12;19;5;53; 00:24:52
15;Italia;Ayuntamiento;1;12;12;22;16;1;12;12;47;7; 00:24:51
1;Alemania;Gabinete Literario;28;12;14;43;51;28;12;15;8;41; 00:24:50
18;Polonia;Base Naval;24;12;11;48;49;24;12;12;13;39; 00:24:50
1;Alemania;San Telmo;24;12;13;21;47;24;12;13;46;35; 00:24:48
11;Reino Unido;Parque Santa Catalina;22;12;11;38;39;22;12;12;3;26; 00:24:47
14;Finlandia;C.C. La Minilla;31;12;14;41;58;31;12;15;6;44; 00:24:46
1;Alemania;Plaza de España (elect.);31;12;12;17;33;31;12;12;42;18; 00:24:45
14;Finlandia;Torre Woermann;7;12;15;28;24;7;12;15;53;9; 00:24:45
15;Italia;Torre Las Palmas;31;12;20;20;53;31;12;20;45;38; 00:24:45
11;Reino Unido;Mercado Central;30;12;14;48;15;30;12;15;13;0; 00:24:45
1;Alemania;Castillo de la Luz;28;12;17;1;30;28;12;17;26;14; 00:24:44
3;Bélgica;San Bernardo;4;12;16;24;15;4;12;16;48;59; 00:24:44
9;Países Bajos;Torre Woermann;7;12;12;25;58;7;12;12;50;42; 00:24:44
1;Alemania;Ayuntamiento;17;12;13;25;11;17;12;13;49;54; 00:24:43
3;Bélgica;San Bernardo;24;12;15;44;29;24;12;16;9;12; 00:24:43
